Entity,Code,Year,"Air pollution (total) (deaths per 100,000)","Indoor air pollution (deaths per 100,000)","Outdoor particulate matter (deaths per 100,000)","Outdoor ozone pollution (deaths per 100,000)"
Egypt,EGY,2021,115.05149631002712,1.0701722684440078,111.06280638846056,4.480651586401593
Egypt,EGY,2022,114.10889105390818,0.8676117900289524,110.27774587287004,4.551895382340304
Egypt,EGY,2023,113.35551184504844,0.7263842171517877,109.61626649793972,4.614963788972096
El Salvador,SLV,2021,48.85354960907513,17.75887000329317,29.973896337121143,1.523970581959346
El Salvador,SLV,2022,47.00602627460335,17.08333938923321,28.798981062910464,1.513729128001011
El Salvador,SLV,2023,45.898198724122935,16.1433356937648,28.62946891476719,1.5101959873664614
England,,2021,18.279821954538097,0.2116326046720835,16.63328775093114,1.6933271602642683
England,,2022,17.99348693223695,0.2045923996535704,16.335701630373926,1.710410452550843
England,,2023,17.880951040970924,0.1969886069080231,16.228557071228703,1.7120864136030611
Equatorial Guinea,GNQ,2021,80.35685037757214,42.00401618286152,37.551805242189225,1.2826638146680516
Equatorial Guinea,GNQ,2022,79.70653632070733,39.93560516384943,38.94641163240546,1.315420261939003
Equatorial Guinea,GNQ,2023,78.35860984601827,38.69715607730606,38.81393882326178,1.3439689917075064
Eritrea,ERI,2021,141.0294818545139,101.6572079619178,37.19493825928181,3.780360168526972
Eritrea,ERI,2022,136.95354622893572,98.41313911799826,36.36123193800463,3.76199383943058
Eritrea,ERI,2023,132.70047430840424,94.84387618773854,35.670724137818006,3.750114096474584
Estonia,EST,2021,16.53077524854442,4.306394037523906,11.638833254044748,0.6665712052968404
Estonia,EST,2022,15.982268164677272,4.046433005223994,11.36116080602745,0.6508775637210639
Estonia,EST,2023,15.651686870127074,3.9326344453577895,11.149028835911892,0.644178341082145
Ethiopia,ETH,2021,93.57869970805282,76.01804825700313,16.601487327780852,1.7362614069371498
Ethiopia,ETH,2022,90.64138256531292,72.65922548464589,17.00678717527138,1.7490932380539566
Ethiopia,ETH,2023,88.82900506191545,70.59407937480415,17.24255369779341,1.766512964429925
Fiji,FJI,2021,108.36339048789448,63.736489744376925,44.52781647068658,0.1250304335627493
Fiji,FJI,2022,103.64606412633276,60.83021611353772,42.71538537656617,0.1262060757549075
Fiji,FJI,2023,100.59466782714485,57.96317382181933,42.52815292162406,0.1286670062858621
Finland,FIN,2021,8.69069077668554,0.1412205132491361,7.840072315633548,0.7751955900380144
Finland,FIN,2022,8.40169621134432,0.1333225212613959,7.544358232611469,0.7871749766485663
Finland,FIN,2023,8.507491500027184,0.1321508652169309,7.6351616040489265,0.8047940854480415
France,FRA,2021,12.83499259035394,0.0989713650503264,11.763785395004929,1.1645179286248704
France,FRA,2022,11.967906775869777,0.0956748052663459,10.916809436920024,1.135190770636247
France,FRA,2023,11.819222109054913,0.0888968655376302,10.777409938473737,1.1319263924575336
Gabon,GAB,2021,74.1911688253248,13.388055230026374,59.94010644058634,1.212704921324848
Gabon,GAB,2022,72.87385788499913,12.132151036986974,59.865223493410014,1.2297235010746068
Gabon,GAB,2023,72.05364228980268,10.874686331491636,60.288094829123466,1.248200205243109
Gambia,GMB,2021,138.24444538643093,109.58004121263436,27.403100814956897,2.223279862491549
Gambia,GMB,2022,135.8648598816783,109.35083822319238,25.21402205668356,2.2740234711441745
Gambia,GMB,2023,134.39277064537066,106.7540779823176,26.31112610316602,2.3157407905441185
Georgia,GEO,2021,69.46115289261455,31.489241465086398,35.91634217893515,2.8344415286059528
Georgia,GEO,2022,70.0353734834092,32.456270752058714,35.446366040664245,2.9047642532373965
Georgia,GEO,2023,70.51192620351799,31.72455336038266,36.63293489311241,2.9332500838193214
Germany,DEU,2021,20.47622376669419,0.2946322555693516,18.227343803385192,2.3460560783368885
Germany,DEU,2022,20.104022575465148,0.2948022992498311,17.823529874686166,2.363617044185604
Germany,DEU,2023,19.82826477532281,0.2805077790695611,17.597897924487683,2.323455559881036
Ghana,GHA,2021,111.13618841928104,74.8133949671634,35.464114893634545,1.349688616119414
Ghana,GHA,2022,109.08762408781466,70.93795089370758,37.28267345273498,1.3576585353254171
Ghana,GHA,2023,105.4369339198939,68.40700025103112,36.15416492753427,1.358968882716951
Greece,GRC,2021,26.90073306027663,0.284381709210361,24.468833441465037,2.66454797889944
Greece,GRC,2022,25.78565659990388,0.29430565799809,23.346231463716247,2.638031626120828
Greece,GRC,2023,25.72366267827761,0.2868154524738005,23.295159635326367,2.632382697761599
Greenland,GRL,2021,34.14105105614916,0.6538220172927072,30.29621569168597,3.7562483191447713
Greenland,GRL,2022,33.078384925446564,0.613073558992845,29.35643536714092,3.6585071816122414
Greenland,GRL,2023,32.67641334760562,0.5954664360882979,29.001328378778148,3.620822067542404
Grenada,GRD,2021,51.09059737729424,5.028059708151065,45.60639470440896,0.5907189290005106
Grenada,GRD,2022,49.95005972638061,4.763876374711603,44.75349876382712,0.5561282849997992
Grenada,GRD,2023,49.21216663325316,4.461085259237153,44.295418149692274,0.583961665229444
Guam,GUM,2021,45.34053853577343,7.538858002504091,37.66429061304788,0.1661867392373325
Guam,GUM,2022,44.09865633161295,7.653258597252214,36.302750707171,0.1714529302270701
Guam,GUM,2023,44.24053103355215,7.626418583098939,36.46681471337536,0.1772785659454161
Guatemala,GTM,2021,66.88970301693915,43.32062855043655,22.8920065631107,0.989847999238326
Guatemala,GTM,2022,66.82009808023248,43.32011911360149,22.809386471749807,1.0003173561255667
Guatemala,GTM,2023,65.9790002603592,41.756931796877765,23.518654044051527,1.014308719059026
Guinea,GIN,2021,167.47244781668357,146.84928376172158,19.08691666217848,2.842831376727011
Guinea,GIN,2022,163.76973083973343,144.1364218357584,18.060043453817578,2.8826694192882187
Guinea,GIN,2023,160.50377178907354,140.1710927023778,18.73494101280082,2.914433352970797
Guinea-Bissau,GNB,2021,169.55649820090065,143.79442180258235,24.323280415012803,2.6370250109773203
Guinea-Bissau,GNB,2022,165.7776692399571,141.40366216608203,22.909867954588453,2.663380944934954
Guinea-Bissau,GNB,2023,161.79803398722714,137.34310973576197,22.98062060519624,2.6709604703971013
Guyana,GUY,2021,67.03376628559126,16.961561474929933,49.71857207064219,0.4602448419792375
Guyana,GUY,2022,64.37554609424143,16.168577317799997,47.849742255364525,0.4613210186807528
Guyana,GUY,2023,63.13106941124376,15.306133666708474,47.46241976562799,0.4680302456803155
Haiti,HTI,2021,125.84507428282149,108.51244161750604,15.297445742849114,3.266143343358807
Haiti,HTI,2022,123.5859764662555,106.5389129049646,14.990003298481373,3.283936267736954
Haiti,HTI,2023,121.36381010549024,104.3040352186292,14.982819379200915,3.2991419410741303
High SDI,,2021,19.05266394858925,0.3862603163941778,16.60054170101725,2.4592871947342063
High SDI,,2022,18.07876294879164,0.3759685545181788,15.62456927231319,2.448351347907244
High SDI,,2023,17.988732880835407,0.3542436754585671,15.551390157062276,2.454885106164786
High-income,,2021,17.621750375548043,0.2467539798347349,15.353383526841462,2.3639467542954278
High-income,,2022,16.710517229920615,0.2377841882476728,14.435826950911553,2.358088805732841
High-income,,2023,16.63959643396168,0.2269144907225583,14.368603196760777,2.366147906555296
High-income Asia Pacific,,2021,13.816336897656369,0.0261158021077246,12.691723316222427,1.3369327303953231
High-income Asia Pacific,,2022,13.054601370104203,0.0255309426429534,11.920230126007322,1.3354040762786774
High-income Asia Pacific,,2023,13.096471000252617,0.0244286836631151,11.95518545074565,1.346610216599189
High-middle SDI,,2021,57.90432455136459,7.0203716949796044,47.21284864942034,5.3169797285556175
High-middle SDI,,2022,55.413588866258245,6.869205143132165,44.858522355046745,5.261239026290032
High-middle SDI,,2023,54.03831318722379,6.118236754409852,44.24607075035289,5.240938940329141
Honduras,HND,2021,53.9951340782307,36.741660036275256,16.03790452209674,1.7804197320082455
Honduras,HND,2022,52.50476516518074,35.80503008000022,15.465039240798816,1.7893807410530032
Honduras,HND,2023,51.35947878557494,34.67178163875927,15.432529836449508,1.8067541116376504
Hungary,HUN,2021,44.67685559125078,9.230940745177426,32.313609942828414,3.967522422937344
Hungary,HUN,2022,40.53679743524542,8.617003137803152,28.94797624170629,3.730293213189055
Hungary,HUN,2023,39.20837155126984,8.064261556826036,28.2910041317928,3.578359678058451
Iceland,ISL,2021,10.742414880948346,0.1528111567676507,9.169528211710531,1.5751244294615605
Iceland,ISL,2022,9.917058291079096,0.1361412198410408,8.32140821826243,1.6035449414550922
Iceland,ISL,2023,9.946781471307624,0.1358382854548745,8.272267100029666,1.6862099781843805
India,IND,2021,136.35334016377357,56.86405700695664,69.48516009040505,17.211841810791636
India,IND,2022,134.64393837108747,54.362843845765504,70.13195308931152,17.307469852152156
India,IND,2023,131.99401859860856,51.027439573267095,70.80343541946223,17.240292914778976
Indonesia,IDN,2021,69.32689892147683,40.44046642074387,26.767593510156303,2.834996880105006
Indonesia,IDN,2022,67.61282231490594,38.48003027909939,26.96032518983977,2.8896666072725146
Indonesia,IDN,2023,66.18593254774466,36.49701995455007,27.4588502485116,2.95382922967394
Iran,IRN,2021,47.20984165873357,0.3543035648687737,44.667890365017406,2.985254441633275
Iran,IRN,2022,46.64054019311067,0.3095194242235802,44.138790821613775,2.984259176390122
Iran,IRN,2023,46.15391906991914,0.2707117278477428,43.69164272572529,2.984056758358821
Iraq,IRQ,2021,46.30657409597856,0.2591259659976873,45.1662671199843,1.2944740119380678
Iraq,IRQ,2022,43.94480221249057,0.226852489018117,42.86599440172071,1.2471561159871751
Iraq,IRQ,2023,42.67741933508978,0.2065462383007061,41.62225828795526,1.2337291233998453
Ireland,IRL,2021,15.683316610073762,0.2562584407382268,14.197104764829442,1.4131633379524255
Ireland,IRL,2022,14.82763004157547,0.2396402800246599,13.366116158963,1.395927689839082
Ireland,IRL,2023,14.667470964625556,0.2301387646432579,13.208756687243348,1.4030745571914964
Israel,ISR,2021,22.84496127665537,0.1781680080214811,20.923210734282065,2.22626237187369
Israel,ISR,2022,21.32263986146952,0.1747276482477826,19.448412085482527,2.148793116007501
